44 40 41 100 39
100 17 48 85 63
45 33 82 46 12
54 42 67 21 36
70 99 86 26 19
65 96 28 52 87
38 48 11 35 94
24 67 17 78 20
66 66 87 96 29
2 68 87 97 13
45 14 13 81 7
7 12 74 49 78
44 47 16 48 16
50 83 30 95 71
12 31 96 95 6
77 85 38 41 39
1 96 19 13 57
36 87 85 2 35
61 60 70 98 93
3 28 70 65 31
26 46 98 22 96
51 46 36 3 86
89 94 85 98 8
96 40 24 63 63
5 25 13 65 100
28 2 64 50 76
9 44 80 6 3
83 88 10 49 5
26 69 96 18 59
84 63 54 84 40
3 52 78 77 91
60 84 18 64 31
38 11 28 71 65
59 75 91 95 74
58 87 27 58 38
87 7 38 94 72
43 92 35 44 78
63 96 22 44 13
53 17 16 90 67
58 55 60 65 34
14 21 81 69 48
54 58 84 43 74
73 17 66 65 34
98 84 62 99 50
19 37 92 94 71
84 87 75 31 74
54 6 51 34 68
22 41 8 22 10
29 58 21 70 97
97 85 38 30 7
26 13 96 88 11
19 37 69 5 40
20 17 38 26 42
24 75 100 4 23
75 54 27 16 75
3 34 52 63 34
3 44 19 91 50
11 64 58 93 96
52 4 56 87 97
7 94 16 50 6
2 81 78 88 28
19 45 74 47 41
70 63 6 12 34
35 59 36 1 8
31 90 13 8 74
28 26 2 97 75
25 29 78 80 100
8 93 69 90 92
54 16 43 60 6
63 46 3 62 24
63 73 50 30 55
51 100 63 97 85
18 26 21 89 60
30 30 93 51 65
38 19 16 3 81
60 20 30 22 41
82 76 52 37 99
80 39 11 99 89
89 89 15 77 20
69 17 11 20 15
38 49 94 35 95
34 35 38 52 55
18 63 10 31 82
91 48 96 3 38
33 40 37 9 58
75 55 50 90 72
40 83 65 29 16
75 17 87 27 74
21 60 35 58 36
36 40 59 3 93
96 53 73 84 26
52 33 33 99 15
87 100 90 37 53
93 8 11 61 51
95 47 22 20 58
3 56 54 13 67
11 81 10 64 71
1 20 6 20 82
83 58 90 68 52
51 2 100 59 55
14 82 56 82 3
30 81 24 5 26
41 98 44 36 96
70 58 34 22 9
25 33 29 9 59
90 46 24 90 70
32 93 26 9 12
72 54 66 91 26
36 82 54 74 6
5 3 55 74 9
17 13 45 20 39
99 87 69 78 64
49 6 50 16 21
31 35 70 85 32
59 95 10 39 69
4 6 24 100 9
48 5 93 25 55
97 97 12 33 65
29 50 46 53 41
35 7 44 23 4
11 15 25 95 28
92 60 64 86 47
3 8 27 46 30
47 79 29 91 72
77 71 3 92 81
25 48 67 55 22
81 20 3 55 62
40 9 37 7 52
15 59 74 76 10
30 26 66 70 22
10 17 94 49 83
91 24 1 67 23
48 66 27 12 81
14 53 24 60 37
10 86 13 32 16
95 52 31 14 33
71 72 82 18 32
4 68 40 93 100
85 90 8 51 97
83 96 72 94 33
14 11 28 87 78
50 52 10 59 88
64 22 34 37 13
78 70 60 100 47
10 90 63 100 80
50 27 80 93 62
62 8 91 7 75
44 1 5 98 33
12 43 5 13 79
68 4 73 95 87
95 6 4 81 76
86 26 85 8 8
8 75 13 63 69
90 80 81 59 64
78 73 31 46 51
35 46 11 50 12
13 69 97 11 27
85 50 75 8 58
2 12 9 86 41
23 71 39 85 49
32 23 55 3 87
4 91 20 94 90
15 100 24 90 13
24 10 93 47 66
67 83 36 84 76
4 68 15 21 82
22 63 37 18 70
82 70 33 59 20
35 95 30 11 67
54 77 83 50 58
99 83 14 92 47
19 98 76 98 61
50 59 88 48 71
61 8 9 97 87
100 2 20 11 13
64 84 19 37 35
11 96 62 40 54
18 58 57 87 52
100 97 37 3 60
48 42 44 23 8
82 92 37 58 35
62 38 97 49 62
86 65 40 36 8
78 27 29 42 4
10 70 70 40 81
37 73 25 2 96
76 62 82 47 69
90 18 10 59 6
41 43 36 79 19
82 50 94 93 77
90 78 72 12 4
32 65 56 46 98
97 69 51 68 14
5 25 93 72 7
57 77 28 9 2
56 5 58 9 21
31 89 70 11 36
5 58 43 62 47
33 12 18 93 59
34 4 74 41 45
52 89 21 62 43
22 9 82 46 59
22 45 8 6 89
7 89 32 73 86
92 14 100 31 50
15 34 29 95 83
26 8 93 73 64
62 38 17 2 30
78 15 56 95 88
40 62 78 49 2
23 50 56 74 60
88 16 21 15 26
72 61 10 81 86
13 40 38 25 26
37 21 21 15 27
13 40 59 7 16
49 60 51 33 53
33 100 21 27 65
63 57 3 26 60
49 47 90 7 36
93 77 2 28 85
60 31 63 23 44
18 18 19 77 60
32 6 33 77 28
4 72 26 72 82
73 81 39 9 79
77 52 25 31 25
88 87 28 90 15
12 40 35 61 84
21 12 50 8 68
99 49 25 56 89
69 43 14 47 90
52 73 82 36 79
57 86 90 71 98
28 23 72 88 7
2 74 56 66 5
15 12 91 51 69
71 23 57 91 15
7 5 17 23 4
18 44 73 57 69
43 4 7 15 73
73 64 82 1 28
1 1 34 81 30
40 82 45 28 91
18 36 50 96 39
74 53 17 31 12
90 47 80 60 12
57 43 91 86 62
90 12 38 5 65
47 91 72 77 42
71 64 77 41 48
20 22 86 36 22
33 23 8 33 46
84 65 39 79 59
99 15 90 36 89
35 13 74 27 97
64 76 38 92 42
22 11 86 64 73
44 39 87 5 21
43 25 5 11 88
89 25 36 79 44
21 55 16 99 47
48 61 66 51 6
12 94 69 56 36
79 42 83 13 91
45 84 73 70 35
80 3 9 45 36
29 34 76 72 12
10 66 40 9 99
21 10 63 45 28
97 58 42 65 71
37 59 23 39 92
50 84 86 7 36
42 13 51 65 30
74 44 84 78 7
39 14 6 46 1
74 70 38 55 86
98 16 10 57 81
8 50 17 21 63
10 81 44 87 62
19 59 48 88 90
74 91 3 47 78
68 41 64 86 91
51 50 71 25 11
93 94 72 75 72
40 25 47 95 63
61 93 9 93 75
72 79 81 7 11
3 42 17 88 94
22 81 33 74 79
90 91 63 99 53
58 85 78 51 86
40 56 72 2 87
69 68 90 72 84
2 89 100 28 5
9 55 20 55 32
83 49 48 16 65
3 85 45 57 92
24 14 40 21 69
59 52 43 37 77
10 21 89 100 6
18 82 7 72 84
81 44 96 57 31
34 23 25 78 34
2 3 6 5 11
21 29 38 57 43
62 71 96 80 52
23 13 84 42 10
93 64 48 13 82
22 27 49 29 65
79 30 40 42 90
65 42 61 30 82
4 46 43 15 26
30 72 58 15 41
36 27 8 2 40
33 75 5 7 83
28 6 1 66 95
44 46 64 45 4
35 62 2 99 51
49 73 51 14 38
31 4 79 84 35
54 25 82 6 29
9 84 12 79 27
41 67 89 77 29
63 18 43 14 95
63 90 92 43 21
100 25 64 33 41
72 20 72 90 42
11 32 58 16 78
22 14 77 10 42
3 65 62 11 36
54 22 32 57 99
19 70 17 22 36
3 80 59 8 61
92 26 37 88 96
9 81 58 27 43
44 83 5 34 32
40 42 13 82 11
62 37 88 9 23
6 34 26 59 89
68 67 36 55 35
71 15 19 2 92
9 72 13 74 44
43 11 43 66 93
86 38 41 57 79
43 48 78 71 23
14 3 81 83 95
89 17 27 54 26
83 58 33 58 69
6 72 28 79 7
59 37 76 30 64
4 59 6 81 34
25 77 61 29 73
68 31 65 66 94
74 57 69 98 68
22 48 34 92 43
59 22 25 18 88
3 68 90 26 87
13 30 13 74 84
56 43 89 28 51
67 77 94 85 25
73 47 99 75 83
88 65 43 79 99
33 22 72 9 14
30 62 3 54 38
8 87 56 95 79
19 73 64 85 79
61 91 77 29 67
58 10 95 95 66
100 60 25 28 86
35 63 12 56 2
41 93 19 52 39
54 53 76 26 10
43 4 9 88 62
37 91 68 84 3
79 11 6 89 87
69 90 52 97 31
58 13 28 20 55
30 24 68 73 54
17 33 19 43 73
33 8 38 27 54
15 45 72 12 71
35 21 73 19 1
33 1 38 73 23
79 41 41 49 99
91 15 89 94 82
62 31 36 73 48
23 20 5 90 2
63 91 6 26 57
12 15 26 74 51
32 9 81 89 77
22 70 53 73 24
70 90 30 83 94
80 85 84 37 100
29 66 92 28 44
70 69 92 32 78
20 71 27 60 2
67 36 92 93 54
93 74 63 21 33
80 58 65 32 100
91 99 25 15 14
8 72 7 6 70
4 16 4 74 23
16 66 85 22 67
64 68 61 13 14
31 40 39 81 65
15 4 16 29 64
94 18 32 46 13
