X T
24.9187738602772 B
25.1580697066555 B
28.4151820651877 A
29.1270695991407 B
47.7053124195696 B
26.5574260604024 A
23.4754300945518 A
45.2273631784518 B
22.8239437993834 A
23.5529734002002 A
11.6501129045153 B
20.0697692151394 A
5.76539739739469 B
35.2875398442038 B
27.5641171351879 B
23.5057453422797 A
25.511829177046 A
23.4653829435556 A
44.3984114729371 B
52.3958667491816 B
-1.54994315698356 B
31.1552861812027 B
22.2401856458577 A
11.145319512758 B
20.1813330274171 A
25.8243546802975 A
30.476919127037 B
22.7313102438613 A
25.6385412343378 B
17.5919163207297 A
29.5721468183987 B
22.835847726487 A
4.03998801864804 B
32.2649552653508 B
25.0303386247356 A
-1.0035932004398 B
27.7942216206967 B
37.2909968409104 B
40.9317287699078 B
28.5815597217667 B
26.744842895411 B
23.5888190598587 A
31.962221777129 B
25.070068606092 A
24.69192735591 B
20.8191458633116 A
17.1720542619679 B
22.0969024076647 A
26.7191956947973 B
23.7789086174405 A
26.9104954390588 B
23.4832324131922 A
23.7494952726674 A
0.833618569954876 B
23.7277044629056 B
19.3192075692285 B
6.6131181079955 B
22.9820356293621 B
16.2464584999628 B
22.5702494422212 A
25.0606114065772 A
23.4453305493795 A
-5.62856990412558 B
24.5496979130983 A
18.4367292168753 A
33.2505786947828 B
26.4332856648177 B
26.0432995702068 A
36.9417324386357 B
26.2052838441985 A
39.039352863817 B
21.9209458581098 A
26.7521225447352 A
22.3026473263342 A
27.1116937974647 B
23.5987365984914 A
26.0283368615528 B
23.4180835749264 A
37.0348630135573 B
20.3721450308385 B
22.9863487389759 A
35.3990451064533 B
22.3731478309115 A
22.9751666078153 A
0.925390385496172 B
26.5285294438433 A
31.6131827807456 B
25.0703562106409 A
34.0002545825406 B
21.8032962459749 A
24.1816470737817 A
44.5704924851217 B
17.8361091938027 A
62.4239360203628 B
21.758604344516 A
34.9994762399465 B
10.2005409551124 B
60.3505695253135 B
22.5451093996367 A
27.3687205738399 A
31.1614398332071 B
40.8519331451975 B
16.7535185955339 B
24.4365929106918 A
23.398772596798 A
54.7681406872122 B
26.4124090225932 A
-4.8617349094802 B
22.4383775325957 A
38.4818565973835 B
-15.6619892572181 B
1.86621552838342 B
28.4774348199191 B
2.34011877470951 B
22.4478822011556 A
25.2891614324905 A
20.5513593126894 A
24.8732327680509 A
23.8926107351397 A
49.7103895297147 B
25.618580449464 A
46.3356089822122 B
21.6012368672458 A
68.5162191565609 B
20.9023403624186 A
22.73698783046 A
27.0815118205605 A
20.2469426047973 A
13.3106681133144 B
21.2068734241681 A
24.4030856369638 A
24.7284351888343 A
25.4020587398132 A
21.6585223707399 A
23.7134900487021 A
26.5807154116433 A
20.770978920514 A
5.54189873894132 B
23.3783855615879 A
37.2094014853298 B
22.0446629583947 A
29.2882770373083 B
25.2754860992489 A
28.0536500984865 B
30.2396473593058 B
55.7340870729241 B
17.7829493198868 A
6.0429760202014 B
22.8579568672133 A
20.538144331358 A
21.0538724531194 A
26.0789918752296 B
47.6632120530271 B
27.6777856612872 B
17.8878612241134 B
21.5495973724743 A
7.41738546243147 B
23.4483831778143 A
20.7698171669609 A
25.7913978661894 B
24.8578946848026 A
24.4663493187611 A
23.5724009063533 A
21.0881187799545 A
25.0028372719145 A
19.6533760976648 A
19.7621366020192 A
3.94110631455797 B
19.5556477509778 B
53.8651156530598 B
20.7058790187132 A
21.4143653682809 A
19.3812060146318 A
31.4213288277134 B
20.0222660419604 A
19.6358077570519 A
23.1881084752832 A
39.4049363739212 B
46.2258694581168 B
28.1420966604081 B
19.0804392656823 B
19.2885866976272 A
24.29706897175 B
26.6668321538089 A
18.784067878373 A
24.5971823574307 A
26.2939356780388 B
22.8826478862065 A
14.9598577077645 B
21.2115552459264 A
4.51342952529064 B
24.9125675922485 A
21.4944826372084 B
23.8337736083413 A
40.3434008745062 B
21.9525353214822 B
23.7034238368971 A
22.1227780652306 A
18.4663811698536 A
22.9261229107434 A
51.7651513547657 B
29.7256394495856 B
15.2953161425469 B
26.0839143278571 A
34.8098916912606 B
31.4367895239622 B
14.1283778154259 B
15.7665436081203 A
24.957592822339 A
31.1406726740329 B
26.1001094761973 A
42.3185399584125 B
-3.56139859332123 B
23.4485665971586 A
20.4435180906371 A
26.1603767411419 A
49.9550616016492 B
14.982787235712 B
37.4654015316345 B
6.71396420974228 B
21.6473098500997 A
54.2627712341461 B
-3.84798392986132 B
23.0254104674333 A
30.5956807426099 B
22.2582399096619 A
25.8168299008191 B
18.7732847603374 B
21.1738615781362 A
25.0035044863154 B
24.0503494164819 A
23.1213476603789 A
18.5996248673033 B
22.2283893981579 A
24.4457338994605 A
35.1261845571819 B
21.5121797015245 A
23.2764497631935 B
-15.9462833608788 B
22.9235098064258 A
21.8640988774336 A
12.6158622822265 B
19.0613658583799 A
40.1922828218608 B
24.9853771040611 A
26.1580227878959 A
21.4859774990216 A
24.3444800183809 A
33.983846898195 B
21.8701820923354 A
23.2957429718711 A
23.6140572321366 A
24.3125062268832 A
24.3256909658237 B
9.24601610090465 B
19.7694542323307 A
22.0569003106147 A
41.492322153845 B
23.7464838717175 A
38.1543731201062 B
23.0357809407661 A
22.1118043918406 B
23.8292020825634 A
38.7279438898166 B
19.9412713516095 A
20.6642426949686 A
31.4402170165366 B
21.1010336382983 A
28.5667721940661 B
25.0155894965579 A
16.4703678330405 B
23.0684832140716 A
23.8980837395488 A
23.4670105972479 A
24.6338758325337 A
45.3516869481174 B
11.3980361742051 B
20.5582083180626 A
20.3130864228567 B
14.4342432745114 B
25.3652605436621 A
21.2983417812572 A
18.9122055608787 B
42.1333888476178 B
21.5833817728985 A
22.9744319341138 A
28.4695898574877 B
19.449611509245 B
21.3883704965277 A
14.9037400551461 B
23.1242357910106 A
20.3752622706357 A
31.7861063361936 B
23.5627246325202 A
23.2047327327414 A
18.3609363589497 A
21.8757312361001 A
22.6500817246546 A
19.1862434680313 A
42.8618834424426 B
58.7120963086078 B
23.3223268522237 A
23.3823770567041 B
22.6372524696947 A
9.54165972823987 B
17.5732549478588 A
34.5063191895955 B
51.8770389743264 B
13.6017998383768 B
25.729769861572 A
21.3988148411254 A
19.7387856182166 A
47.1865491449926 B
22.2779424176539 A
-3.85541430698571 B
23.4980965062806 A
27.8482587560128 B
22.5078072867757 A
63.3952057176434 B
22.4729422225684 A
21.2106711379559 A
12.5072612645499 B
21.2975959021681 A
26.63313490929 A
22.1856647320768 B
25.6450485360085 A
37.1672397212285 B
27.0633590286626 A
